e_changed_log_length,e_changed_loc_,e_loc_,e_chang_count_,e_bug_count_,m_MinEssentialKnots,m_CountDeclInstanceVariablePublic,m_AvgLineCode,m_MaxCyclomatic,m_SumEssential,m_SumCyclomatic,m_AvgLine,m_CountLineBlank,m_AvgCyclomatic,m_CountDeclMethodDefault,m_AvgCyclomaticStrict,m_AvgCyclomaticModified,m_SumCyclomaticStrict,m_CountStmtDecl,m_AvgEssential,m_CountLineInactive,m_AvgLineBlank,m_AvgLineComment,m_CountLineCodeExe,m_CountLineComment,m_MaxCyclomaticStrict,m_CountLinePreprocessor,m_MaxEssentialKnots,m_CountLineCode,m_CountSemicolon,m_CountStmtExe,m_MaxCyclomaticModified,m_CountLineCodeDecl,m_CountDeclFunction,m_CountLine,m_CountDeclMethodFriend,m_Knots,m_CountDeclMethodConst,m_CountDeclInstanceVariablePrivate,m_CountDeclClass,m_CountStmt,m_SumCyclomaticModified,m_CountDeclInstanceVariableProtected,md_MaxCyclomatic,md_SumEssential,md_SumCyclomatic,md_CountLineBlank,md_AvgCyclomatic,md_AvgCyclomaticStrict,md_AvgCyclomaticModified,md_SumCyclomaticStrict,md_CountStmtDecl,md_CountLineCodeExe,md_CountLineComment,md_MaxCyclomaticStrict,md_CountLineCode,md_CountStmtExe,md_MaxCyclomaticModified,md_CountLineCodeDecl,md_CountDeclFunction,md_CountLine,md_CountDeclClass,md_CountStmt,md_SumCyclomaticModified,_class_
63,2,52,3,1,-1,-1,0,2,2,3,0,10,1,0,1,1,3,4,0,-1,0,0,9,19,2,-1,-1,23,-1,6,2,10,2,52,-1,-1,-1,-1,1,10,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
147,2,52,8,4,-1,-1,0,1,2,2,0,9,1,0,1,1,2,2,0,-1,0,0,2,32,1,-1,-1,11,-1,2,1,6,2,52,-1,-1,-1,-1,1,4,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
147,20,111,4,3,-1,-1,0,4,4,7,0,19,1,0,1,1,7,13,0,-1,0,0,34,23,4,-1,-1,69,-1,29,4,27,4,111,-1,-1,-1,-1,2,42,7,-1,0,1,1,3,-1,-1,-1,1,2,3,0,0,5,1,0,2,1,8,1,3,1,N
34,2,96,9,1,-1,-1,0,2,4,5,0,19,1,0,1,1,5,5,0,-1,0,0,16,39,2,-1,-1,38,-1,9,2,16,4,96,-1,-1,-1,-1,1,14,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
34,7,353,5,1,-1,-1,0,8,6,15,0,61,2,0,2,2,15,45,0,-1,0,0,108,91,8,-1,-1,200,-1,102,8,79,6,352,-1,-1,-1,-1,1,147,15,-1,0,0,0,1,0,0,0,0,1,1,0,0,2,1,0,1,0,3,0,2,0,N
34,2,167,4,2,-1,-1,0,5,4,8,0,44,2,0,2,2,8,14,0,-1,0,0,22,64,5,-1,-1,59,-1,21,5,30,4,167,-1,-1,-1,-1,1,35,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
34,7,108,5,3,-1,-1,0,4,4,7,0,18,1,0,1,1,7,12,0,-1,0,0,34,23,4,-1,-1,67,-1,29,4,25,4,108,-1,-1,-1,-1,2,41,7,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,-2,0,0,-2,0,-3,0,-1,0,N
34,2,265,9,5,-1,-1,0,16,13,36,0,40,3,0,3,3,36,37,0,-1,0,0,79,20,16,-1,-1,205,-1,65,16,100,10,265,-1,-1,-1,-1,1,102,36,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
34,2,137,8,5,-1,-1,0,12,5,16,0,19,3,0,3,3,16,12,0,-1,0,0,38,22,12,-1,-1,96,-1,26,12,45,5,137,-1,-1,-1,-1,1,38,16,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
34,5,160,46,13,-1,-1,0,4,2,7,0,47,3,0,3,3,7,12,0,-1,0,0,52,22,4,-1,-1,93,-1,50,4,34,2,160,-1,-1,-1,-1,1,62,7,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N
34,47,257,15,8,-1,-1,0,4,19,25,0,50,1,0,1,1,25,44,0,-1,0,0,47,86,4,-1,-1,121,-1,40,4,53,14,257,-1,-1,-1,-1,1,84,25,-1,1,4,5,7,0,0,0,5,10,11,6,1,24,11,1,10,1,37,0,21,5,Y
34,3,194,11,5,-1,-1,0,15,15,29,0,32,3,0,4,3,32,28,0,-1,0,0,62,39,15,-1,-1,123,-1,59,15,37,8,194,-1,-1,-1,-1,1,87,29,-1,1,1,1,0,0,1,0,1,0,1,0,1,1,2,1,0,0,1,0,2,1,N
34,113,130,6,4,-1,-1,0,9,5,10,0,29,5,0,6,5,13,18,0,-1,0,0,18,38,12,-1,-1,63,-1,18,9,35,2,130,-1,-1,-1,-1,1,36,10,-1,5,0,5,4,3,2,3,5,7,7,-1,5,17,7,5,6,0,21,0,14,5,N
34,7,84,2,2,-1,-1,0,2,2,4,0,14,2,0,2,2,4,6,0,-1,0,0,22,19,2,-1,-1,51,-1,12,2,24,2,84,-1,-1,-1,-1,1,18,4,-1,0,0,0,0,0,0,0,0,0,4,0,0,5,1,0,1,0,5,0,1,0,Y
34,15,88,2,1,-1,-1,0,3,2,5,0,13,2,0,2,2,5,7,0,-1,0,0,23,19,3,-1,-1,56,-1,16,3,27,2,88,-1,-1,-1,-1,1,23,5,-1,1,0,1,0,0,0,0,1,1,8,0,1,13,5,1,4,0,13,0,6,1,Y
34,2,109,2,1,-1,-1,0,2,4,5,0,12,1,0,1,1,5,14,0,-1,0,0,42,19,2,-1,-1,78,-1,31,2,32,4,109,-1,-1,-1,-1,1,45,5,-1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,1,0,N
34,2,122,6,1,-1,-1,0,2,4,5,0,30,1,0,1,1,5,5,0,-1,0,0,30,29,2,-1,-1,63,-1,23,2,27,4,122,-1,-1,-1,-1,1,28,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
34,50,52,6,2,-1,-1,0,1,3,3,0,8,1,0,1,1,3,5,0,-1,0,0,4,23,1,-1,-1,21,-1,4,1,13,3,52,-1,-1,-1,-1,1,9,3,-1,-3,-5,-6,-18,0,0,0,-6,-11,-10,-6,-3,-26,-11,-3,-12,-2,-50,0,-22,-6,N
34,27,29,4,1,-1,-1,0,1,1,1,0,5,1,0,1,1,1,1,0,-1,0,0,2,16,1,-1,-1,8,-1,2,1,4,1,29,-1,-1,-1,-1,1,3,1,-1,-1,-1,-2,-8,0,0,0,-2,-5,-5,-5,-1,-14,-5,-1,-7,-1,-27,0,-10,-2,N
34,18,34,4,1,-1,-1,0,1,1,1,0,6,1,0,1,1,1,1,0,-1,0,0,5,16,1,-1,-1,12,-1,2,1,5,1,34,-1,-1,-1,-1,1,3,1,-1,-1,-1,-2,-4,0,0,0,-2,-3,-4,-3,-1,-11,-4,-1,-5,-1,-18,0,-7,-2,N
54,4,523,17,8,-1,-1,0,12,20,48,0,111,3,0,3,3,49,57,0,-1,0,0,216,62,12,-1,-1,350,-1,107,12,102,15,523,-1,-1,-1,-1,2,164,48,-1,0,0,0,2,0,0,0,0,0,10,-12,0,10,1,0,0,0,0,0,1,0,N
20,10,92,3,3,-1,-1,0,3,2,5,0,14,2,0,2,2,5,7,0,-1,0,0,26,19,3,-1,-1,59,-1,16,3,27,2,92,-1,-1,-1,-1,1,23,5,-1,1,0,1,0,0,0,0,1,1,4,0,1,8,4,1,3,0,8,0,5,1,N
104,334,167,1,0,-1,-1,0,4,10,13,0,22,1,0,1,1,13,14,0,-1,0,0,37,51,4,-1,-1,94,-1,29,4,42,7,167,-1,-1,-1,-1,3,43,13,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
104,42,90,4,3,-1,-1,0,2,2,4,0,14,2,0,2,2,4,6,0,-1,0,0,22,28,2,-1,-1,48,-1,12,2,21,2,90,-1,-1,-1,-1,1,18,4,-1,-1,0,-1,0,0,0,0,-1,-1,-4,9,-1,-11,-4,-1,-6,0,-2,0,-5,-1,Y
104,44,86,3,2,-1,-1,0,2,2,4,0,13,2,0,2,2,4,6,0,-1,0,0,19,28,2,-1,-1,45,-1,12,2,21,2,86,-1,-1,-1,-1,1,18,4,-1,-1,0,-1,0,0,0,0,-1,-1,-4,9,-1,-11,-4,-1,-6,0,-2,0,-5,-1,Y
63,6,389,13,11,-1,-1,0,13,17,45,0,90,3,0,3,3,47,43,0,-1,0,0,104,100,14,-1,-1,200,-1,96,13,63,14,389,-1,-1,-1,-1,1,139,45,-1,0,3,1,-1,0,0,0,1,0,4,0,0,5,4,0,0,0,4,0,4,1,Y
63,7,432,3,1,-1,-1,0,10,22,46,0,78,3,0,2,2,40,49,0,-1,0,0,95,124,5,-1,-1,230,-1,85,5,90,15,432,-1,-1,-1,-1,1,134,40,-1,0,0,1,0,0,0,0,1,0,2,0,0,3,2,0,0,0,3,0,2,1,Y
63,17,390,19,8,-1,-1,0,3,21,26,0,74,1,0,1,1,26,40,0,-1,0,0,51,155,3,-1,-1,163,-1,50,3,88,19,390,-1,-1,-1,-1,1,90,26,-1,0,0,1,0,0,0,0,1,0,2,0,0,3,2,0,0,0,3,0,2,1,Y
63,3,109,10,2,-1,-1,0,2,7,9,0,25,1,0,1,1,9,16,0,-1,0,0,11,27,2,-1,-1,57,-1,11,2,35,7,109,-1,-1,-1,-1,1,27,9,-1,0,0,1,0,0,0,0,1,0,2,0,0,3,2,0,0,0,3,0,2,1,N
63,2,107,3,0,-1,-1,0,2,17,19,0,24,1,0,1,1,19,21,0,-1,0,0,18,24,2,-1,-1,59,-1,17,2,23,17,107,-1,-1,-1,-1,1,38,19,-1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,2,0,1,1,N
63,3,59,3,0,-1,-1,0,4,5,8,0,16,1,0,1,1,8,6,0,-1,0,0,13,15,4,-1,-1,27,-1,13,4,9,5,58,-1,-1,-1,-1,1,19,8,-1,1,0,1,1,0,0,0,1,0,2,0,1,2,2,1,0,0,3,0,2,1,N
63,2,276,8,1,-1,-1,0,13,5,25,0,53,5,0,5,5,27,59,0,-1,0,0,75,51,15,-1,-1,172,-1,58,13,77,5,275,-1,-1,-1,-1,1,117,25,-1,0,0,0,-1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,N
198,6,431,18,2,-1,-1,0,10,11,29,0,65,2,0,2,2,29,61,0,-1,0,0,131,107,10,-1,-1,263,-1,110,10,107,11,431,-1,-1,-1,-1,1,171,29,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,0,-2,0,-1,0,N
198,25,735,2,0,-1,-1,0,14,23,66,0,76,3,0,4,3,75,99,0,-1,0,0,231,201,15,-1,-1,462,-1,168,14,172,18,735,-1,-1,-1,-1,2,267,66,-1,0,0,0,0,0,0,0,0,-2,-1,3,0,-2,-1,0,-1,0,1,0,-3,0,N
198,379,122,9,5,-1,-1,0,2,4,5,0,23,1,0,1,1,5,22,0,-1,0,0,17,31,2,-1,-1,68,-1,11,2,46,4,122,-1,-1,-1,-1,1,33,5,-1,-11,-7,-43,-46,-3,-2,-2,-32,-39,-156,-88,-9,-243,-115,-9,-61,-7,-377,0,-154,-34,N
198,17,221,9,3,-1,-1,0,6,8,10,0,45,2,0,2,2,10,24,0,-1,0,0,43,77,6,-1,-1,99,-1,33,6,48,4,221,-1,-1,-1,-1,1,57,10,-1,0,0,0,0,0,0,0,0,-1,-1,4,0,-1,-1,0,0,0,3,0,-2,0,Y
198,9,188,9,6,-1,-1,0,4,4,7,0,36,1,0,1,1,7,16,0,-1,0,0,41,70,4,-1,-1,82,-1,30,4,33,4,188,-1,-1,-1,-1,1,46,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,N
198,8,677,16,10,-1,-1,0,13,27,67,0,110,4,0,4,4,70,83,0,-1,0,0,165,241,16,-1,-1,325,-1,143,13,114,16,676,-1,-1,-1,-1,1,226,67,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
104,5,123,5,3,-1,-1,0,3,9,11,0,47,1,0,1,1,11,15,0,-1,0,0,10,24,3,-1,-1,52,-1,10,3,20,9,123,-1,-1,-1,-1,1,25,11,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Y
104,5,280,7,3,-1,-1,0,4,22,24,0,65,1,0,1,1,24,29,0,-1,0,0,27,134,4,-1,-1,81,-1,25,4,42,17,280,-1,-1,-1,-1,1,54,24,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Y
104,138,120,3,2,-1,-1,0,3,17,19,0,22,1,0,1,1,20,20,0,-1,0,0,24,30,3,-1,-1,68,-1,23,3,24,13,120,-1,-1,-1,-1,1,43,19,-1,0,0,0,-3,0,0,0,0,0,0,11,0,-20,0,0,2,0,-12,0,0,0,Y
104,9,562,8,1,-1,-1,0,8,25,52,0,148,3,0,3,3,53,83,0,-1,0,0,140,135,9,-1,-1,279,-1,130,8,92,16,562,-1,-1,-1,-1,1,213,52,-1,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,Y
104,3,55,3,3,-1,-1,0,1,4,4,0,11,1,0,1,1,4,7,0,-1,0,0,4,19,1,-1,-1,24,-1,4,1,11,4,54,-1,-1,-1,-1,1,11,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Y
104,3,157,3,3,-1,-1,0,2,3,4,0,31,1,0,1,1,4,9,0,-1,0,0,40,53,2,-1,-1,73,-1,39,2,21,3,157,-1,-1,-1,-1,1,48,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Y
104,50,259,3,3,-1,-1,0,8,12,25,0,47,2,0,2,2,25,37,0,-1,0,0,65,46,8,-1,-1,165,-1,57,8,57,12,258,-1,-1,-1,-1,1,94,25,-1,0,0,0,-2,0,0,0,0,0,0,16,0,-2,0,0,2,0,12,0,0,0,Y
104,3,195,3,3,-1,-1,0,2,8,11,0,45,1,0,1,1,11,27,0,-1,0,0,62,22,2,-1,-1,128,-1,62,2,42,8,195,-1,-1,-1,-1,1,89,11,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Y
104,3,201,5,1,-1,-1,0,8,14,20,0,55,2,0,2,2,18,23,0,-1,0,0,41,37,6,-1,-1,108,-1,34,7,28,9,200,-1,-1,-1,-1,1,57,19,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,N
104,3,324,5,1,-1,-1,0,13,20,40,0,98,2,0,3,2,49,42,0,-1,0,0,74,30,21,-1,-1,195,-1,71,13,54,16,323,-1,-1,-1,-1,2,113,40,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,N
104,7,286,6,1,-1,-1,0,6,28,42,0,88,1,0,1,1,43,47,0,-1,0,0,81,20,6,-1,-1,177,-1,74,6,59,24,285,-1,-1,-1,-1,1,121,42,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Y
104,3,194,6,2,-1,-1,0,7,11,17,0,50,1,0,1,1,17,19,0,-1,0,0,29,52,7,-1,-1,92,-1,30,7,29,9,194,-1,-1,-1,-1,1,49,17,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Y
104,15,203,3,1,-1,-1,0,6,17,22,0,52,1,0,1,1,20,26,0,-1,0,0,44,30,4,-1,-1,120,-1,39,5,33,14,202,-1,-1,-1,-1,1,65,21,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,N
104,5,290,8,5,-1,-1,0,1,6,6,0,62,1,0,1,1,6,28,0,-1,0,0,54,106,1,-1,-1,121,-1,54,1,54,6,289,-1,-1,-1,-1,1,82,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Y
104,5,465,8,6,-1,-1,0,24,6,29,0,76,4,0,4,4,29,71,0,-1,0,0,140,107,24,-1,-1,282,-1,144,24,91,6,465,-1,-1,-1,-1,1,215,29,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Y
104,23,226,2,2,-1,-1,0,8,22,27,0,37,4,0,4,4,28,28,0,-1,0,0,76,65,9,-1,-1,124,-1,66,8,32,6,226,-1,-1,-1,-1,1,94,27,-1,0,0,0,0,0,0,0,0,-1,0,2,0,1,0,0,1,0,3,0,-1,0,Y
104,38,206,3,3,-1,-1,0,7,15,22,0,44,4,0,4,4,23,36,0,-1,0,0,49,37,7,-1,-1,124,-1,51,7,42,5,205,-1,-1,-1,-1,1,87,22,-1,0,0,0,-2,0,0,0,0,-1,0,8,0,0,0,0,2,0,6,0,-1,0,N
104,22,249,3,3,-1,-1,0,24,1,24,0,43,24,0,24,24,24,21,0,-1,0,0,72,54,24,-1,-1,151,-1,68,24,24,1,248,-1,-1,-1,-1,1,89,24,-1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,6,0,0,0,N
104,12,102,3,1,-1,-1,0,4,5,9,0,17,1,0,2,1,10,12,0,-1,0,0,15,35,5,-1,-1,50,-1,14,4,24,5,102,-1,-1,-1,-1,1,26,9,-1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,6,0,0,0,N
104,12,340,1,0,-1,-1,0,4,13,24,0,58,1,0,1,1,24,37,0,-1,0,0,93,68,4,-1,-1,214,-1,50,4,96,13,340,-1,-1,-1,-1,2,87,24,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,2,0,6,0,0,0,N
104,18,136,2,2,-1,-1,0,3,5,10,0,17,2,0,2,2,10,15,0,-1,0,0,20,69,3,-1,-1,50,-1,18,3,20,5,136,-1,-1,-1,-1,1,33,10,-1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,6,0,0,0,Y
104,14,259,4,1,-1,-1,0,6,21,33,0,46,2,0,2,2,36,40,0,-1,0,0,102,29,7,-1,-1,184,-1,92,6,46,15,258,-1,-1,-1,-1,2,132,33,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,Y
104,34,142,4,1,-1,-1,0,4,13,17,0,22,1,0,1,1,17,25,0,-1,0,0,44,23,4,-1,-1,96,-1,41,4,31,9,141,-1,-1,-1,-1,1,66,17,-1,0,0,0,-2,0,0,0,0,0,-3,7,0,-1,0,0,2,0,4,0,0,0,Y
104,13,223,5,0,-1,-1,0,4,13,20,0,41,1,0,1,1,19,23,0,-1,0,0,76,50,3,-1,-1,132,-1,53,3,36,11,223,-1,-1,-1,-1,1,76,18,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Y
104,18,240,5,3,-1,-1,0,4,23,28,0,55,1,0,1,1,29,39,0,-1,0,0,74,35,5,-1,-1,150,-1,68,4,49,23,240,-1,-1,-1,-1,1,107,28,-1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,6,0,0,0,Y
104,36,337,2,1,-1,-1,0,5,25,38,0,77,2,0,2,2,38,61,0,-1,0,0,70,73,5,-1,-1,187,-1,58,5,81,15,337,-1,-1,-1,-1,1,119,38,-1,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,2,0,8,0,0,0,Y
104,48,150,4,2,-1,-1,0,2,13,20,0,22,1,0,1,1,21,27,0,-1,0,0,20,41,3,-1,-1,87,-1,20,2,35,13,150,-1,-1,-1,-1,1,47,20,-1,0,0,0,0,0,0,0,0,0,0,16,0,-6,0,0,-6,0,10,0,0,0,Y
104,10,121,1,0,-1,-1,0,3,9,11,0,25,1,0,1,1,11,17,0,-1,0,0,17,40,3,-1,-1,55,-1,17,3,28,7,120,-1,-1,-1,-1,1,34,11,-1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,4,0,0,0,N
104,10,58,1,1,-1,-1,0,2,6,7,0,12,1,0,1,1,7,9,0,-1,0,0,6,20,2,-1,-1,26,-1,6,2,14,6,58,-1,-1,-1,-1,1,15,7,-1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,4,0,0,0,N
104,11,135,4,1,-1,-1,0,3,5,10,0,32,2,0,2,2,10,20,0,-1,0,0,28,30,3,-1,-1,72,-1,23,3,35,5,134,-1,-1,-1,-1,1,43,10,-1,0,0,0,-1,0,0,0,0,0,0,2,0,2,0,0,2,0,3,0,0,0,N
104,3,62,2,1,-1,-1,0,2,4,5,0,12,1,0,1,1,5,5,0,-1,0,0,6,24,2,-1,-1,26,-1,6,2,10,4,62,-1,-1,-1,-1,1,11,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Y
104,7,316,4,4,-1,-1,0,4,8,16,0,69,2,0,2,2,16,42,0,-1,0,0,150,23,4,-1,-1,224,-1,144,4,53,8,316,-1,-1,-1,-1,1,186,16,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Y
104,9,126,2,0,-1,-1,0,4,17,19,0,27,1,0,1,1,19,19,0,-1,0,0,25,36,4,-1,-1,63,-1,25,4,22,11,126,-1,-1,-1,-1,1,44,19,-1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,5,0,0,0,N
104,16,66,5,4,-1,-1,0,2,5,7,0,12,1,0,1,1,7,8,0,-1,0,0,8,25,2,-1,-1,29,-1,8,2,13,5,66,-1,-1,-1,-1,1,16,7,-1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,6,0,0,0,Y
104,3,89,6,0,-1,-1,0,9,5,10,0,9,5,0,5,5,11,8,0,-1,0,0,27,26,10,-1,-1,54,-1,20,9,16,2,89,-1,-1,-1,-1,1,28,10,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Y
104,5,133,7,4,-1,-1,0,9,5,10,0,30,5,0,6,5,13,18,0,-1,0,0,18,38,12,-1,-1,65,-1,18,9,37,2,133,-1,-1,-1,-1,1,36,10,-1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,3,0,0,0,Y
104,7,183,2,2,-1,-1,0,8,15,27,0,43,2,0,2,2,27,31,0,-1,0,0,65,15,8,-1,-1,124,-1,63,8,39,12,182,-1,-1,-1,-1,1,94,27,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Y
104,10,71,2,2,-1,-1,0,3,4,7,0,16,1,0,1,1,7,10,0,-1,0,0,16,17,3,-1,-1,38,-1,16,3,14,4,71,-1,-1,-1,-1,1,26,7,-1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,4,0,0,0,Y
104,11,168,2,2,-1,-1,0,4,14,20,0,40,1,0,1,1,20,38,0,-1,0,0,43,17,4,-1,-1,111,-1,41,4,47,14,168,-1,-1,-1,-1,1,79,20,-1,0,0,0,-1,0,0,0,0,0,0,2,0,2,0,0,2,0,3,0,0,0,Y
104,57,353,3,2,-1,-1,0,5,18,38,0,85,2,0,2,2,37,65,0,-1,0,0,99,48,7,-1,-1,220,-1,94,5,85,15,353,-1,-1,-1,-1,1,159,36,-1,0,0,0,-5,0,0,0,0,0,0,24,0,2,0,0,2,0,21,0,0,0,Y
104,10,193,9,3,-1,-1,0,3,9,16,0,37,1,0,1,1,16,23,0,-1,0,0,44,52,3,-1,-1,104,-1,34,3,46,9,193,-1,-1,-1,-1,3,57,16,-1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,4,0,0,0,Y
104,34,501,9,3,-1,-1,0,6,35,45,0,38,1,0,1,1,47,50,0,-1,0,0,87,271,6,-1,-1,193,-1,84,6,57,32,501,-1,-1,-1,-1,1,134,45,-1,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,2,0,6,0,1,0,Y
104,15,314,11,8,-1,-1,0,7,18,37,0,51,2,0,2,2,38,41,0,-1,0,0,101,68,8,-1,-1,200,-1,82,7,67,18,314,-1,-1,-1,-1,1,123,37,-1,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,2,0,7,0,0,0,Y
104,25,138,4,3,-1,-1,0,1,8,8,0,31,1,0,1,1,8,21,0,-1,0,0,39,29,1,-1,-1,78,-1,39,1,29,8,138,-1,-1,-1,-1,2,60,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Y
104,31,201,4,3,-1,-1,0,1,14,14,0,48,1,0,1,1,14,32,0,-1,0,0,61,34,1,-1,-1,119,-1,61,1,41,14,201,-1,-1,-1,-1,3,93,14,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Y
104,3,286,5,3,-1,-1,0,4,5,9,0,62,1,0,1,1,9,11,0,-1,0,0,10,187,4,-1,-1,37,-1,10,4,17,5,286,-1,-1,-1,-1,1,21,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Y
104,3,161,7,5,-1,-1,0,3,14,14,0,36,1,0,1,1,14,15,0,-1,0,0,21,68,3,-1,-1,57,-1,21,3,23,12,161,-1,-1,-1,-1,1,36,14,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Y
104,5,780,19,6,-1,-1,0,5,47,55,0,108,1,0,1,1,55,67,0,-1,0,0,63,442,5,-1,-1,230,-1,65,5,130,43,779,-1,-1,-1,-1,1,132,55,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Y
104,9,90,2,1,-1,-1,0,2,6,7,0,15,1,0,1,1,7,8,0,-1,0,0,7,37,2,-1,-1,38,-1,7,2,23,6,90,-1,-1,-1,-1,1,15,7,-1,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,Y
104,5,419,4,1,-1,-1,0,13,20,59,0,99,2,0,2,2,48,45,0,-1,0,0,141,62,8,-1,-1,258,-1,122,8,66,20,419,-1,-1,-1,-1,1,167,49,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Y
104,25,730,24,13,-1,-1,0,11,45,81,0,134,2,0,2,2,74,83,0,-1,0,0,156,219,8,-1,-1,377,-1,138,8,149,35,730,-1,-1,-1,-1,1,221,75,-1,0,0,0,-1,0,0,0,0,0,0,4,0,2,0,0,2,0,5,0,0,0,Y
104,3,793,16,11,-1,-1,0,4,26,35,0,182,1,0,1,1,35,47,0,-1,0,0,73,381,4,-1,-1,229,-1,61,4,121,26,792,-1,-1,-1,-1,1,108,35,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Y
104,3,163,12,9,-1,-1,0,3,12,14,0,36,1,0,1,1,14,20,0,-1,0,0,48,19,3,-1,-1,107,-1,34,3,44,10,162,-1,-1,-1,-1,2,54,14,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Y
104,13,200,3,3,-1,-1,0,3,16,20,0,57,1,0,1,1,20,27,0,-1,0,0,49,18,3,-1,-1,125,-1,48,3,33,14,200,-1,-1,-1,-1,2,75,20,-1,0,0,0,-1,0,0,0,0,0,0,3,0,1,0,0,2,0,3,0,0,0,Y
