e_changed_log_length,e_changed_loc_,e_loc_,e_chang_count_,e_bug_count_,m_MaxCyclomatic,m_SumEssential,m_SumCyclomatic,m_CountLineBlank,m_AvgCyclomatic,m_AvgCyclomaticStrict,m_AvgCyclomaticModified,m_SumCyclomaticStrict,m_CountStmtDecl,m_CountLineCodeExe,m_CountLineComment,m_MaxCyclomaticStrict,m_CountLineCode,m_CountStmtExe,m_MaxCyclomaticModified,m_CountLineCodeDecl,m_CountDeclFunction,m_CountLine,m_CountDeclClass,m_CountStmt,m_SumCyclomaticModified,md_MaxCyclomatic,md_SumEssential,md_SumCyclomatic,md_CountLineBlank,md_AvgCyclomatic,md_AvgCyclomaticStrict,md_AvgCyclomaticModified,md_SumCyclomaticStrict,md_CountStmtDecl,md_CountLineCodeExe,md_CountLineComment,md_MaxCyclomaticStrict,md_CountLineCode,md_CountStmtExe,md_MaxCyclomaticModified,md_CountLineCodeDecl,md_CountDeclFunction,md_CountLine,md_CountStmt,md_SumCyclomaticModified,_class_
464,27,255,4,3,5,5,13,22,2,2,2,14,23,25,123,6,110,25,5,57,5,255,1,48,13,0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,-1,0,0,N
464,21,141,3,1,3,4,7,13,1,1,1,7,10,17,70,3,58,15,3,21,4,141,1,25,7,0,0,0,1,0,0,0,0,0,0,-1,0,-3,0,0,-3,0,-3,0,0,N
464,28,88,3,2,2,2,3,6,1,1,1,3,3,6,61,2,20,5,2,9,2,87,1,8,3,0,0,0,-2,0,0,0,0,0,0,-2,0,-10,0,0,-10,0,-14,0,0,Y
464,17,79,3,0,1,2,2,5,1,1,1,2,3,2,58,1,15,1,1,8,2,78,1,4,2,0,0,0,1,0,0,0,0,0,0,-1,0,-3,0,0,-3,0,-3,0,0,N
464,30,161,11,7,4,5,7,9,2,2,2,7,9,19,91,4,61,16,4,24,3,161,1,25,7,0,0,0,1,0,0,0,0,-1,-14,16,0,-21,-6,0,-7,0,-4,-7,0,Y
464,23,119,5,4,3,5,5,9,1,1,1,5,7,13,69,3,41,11,3,16,3,119,1,18,5,0,0,0,0,0,0,0,0,0,0,-1,0,-6,0,0,-6,0,-7,0,0,Y
464,22,189,10,7,5,7,9,18,2,2,2,10,14,31,77,5,95,27,5,37,4,190,1,41,9,0,0,0,2,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,Y
464,21,83,2,1,1,2,2,5,1,1,1,2,3,6,57,1,20,6,1,9,2,82,1,9,2,0,0,0,1,0,0,0,0,0,0,-1,0,-7,0,0,-7,0,-7,0,0,Y
464,40,448,24,20,13,18,40,42,4,4,4,42,63,111,76,15,330,89,13,123,10,448,1,152,40,0,0,0,2,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,Y
464,25,131,8,5,4,3,6,8,2,2,2,6,9,16,69,4,55,12,4,21,3,131,1,21,6,0,0,0,0,0,0,0,0,0,0,-1,0,-6,0,0,-6,0,-7,0,0,Y
464,45,457,6,5,13,21,40,39,4,4,4,42,79,118,81,14,337,110,13,129,10,457,1,189,40,0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,-1,0,0,Y
464,33,213,5,3,5,5,9,22,1,1,1,9,16,14,106,5,85,13,5,49,5,213,1,29,9,0,0,0,2,0,0,0,0,0,0,-1,0,-2,0,0,-2,0,-1,0,0,Y
464,25,98,3,2,2,2,3,11,1,1,1,3,3,7,62,2,25,5,2,10,2,98,1,8,3,0,0,0,-2,0,0,0,0,0,0,-1,0,-6,0,0,-6,0,-9,0,0,N
464,22,83,5,1,1,2,2,7,1,1,1,2,4,2,59,1,17,2,1,11,2,83,1,6,2,0,0,0,1,0,0,0,0,0,0,-1,0,-6,0,0,-6,0,-6,0,0,N
464,34,90,3,1,2,2,3,6,1,1,1,3,3,7,61,2,23,5,2,10,2,90,1,8,3,0,0,0,-2,0,0,0,0,0,1,-2,0,-8,0,0,-9,0,-12,0,0,N
464,27,103,3,1,2,2,3,7,1,2,1,4,6,9,62,3,34,5,2,17,2,103,1,11,3,0,0,0,-2,0,0,0,0,0,0,-1,0,-4,0,0,-4,0,-7,0,0,Y
464,25,82,9,0,1,1,1,5,1,1,1,1,2,0,66,1,11,0,1,7,1,82,1,2,1,0,0,0,-2,0,0,0,0,0,0,-2,0,-3,0,0,-3,0,-7,0,0,Y
464,5,56,2,0,0,0,0,2,0,0,0,0,1,0,50,0,4,0,0,2,0,56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,N
464,9,89,5,2,2,3,4,8,1,1,1,4,6,4,60,2,22,4,2,8,3,89,1,10,4,0,0,0,-1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,-3,0,0,N
464,3,76,5,3,2,1,2,3,2,2,2,2,3,3,56,2,17,3,2,8,1,76,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,-3,0,-3,0,0,N
464,12,154,5,5,2,8,9,21,1,1,1,9,13,7,83,2,50,7,2,23,8,154,1,20,9,0,0,0,1,0,0,0,0,-1,0,4,0,-3,0,0,-3,0,2,-1,0,Y
464,19,483,19,11,5,22,44,50,2,2,2,49,44,89,158,6,275,75,5,88,22,483,1,119,44,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,Y
464,14,170,7,5,3,9,11,11,1,1,1,11,17,15,87,3,72,15,3,33,9,170,1,32,11,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Y
464,2,78,26,23,1,11,11,5,1,1,1,11,12,0,50,1,23,0,1,21,11,78,1,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
464,24,363,3,3,7,25,35,35,2,2,2,39,38,79,119,11,209,74,7,64,15,363,1,112,35,0,0,0,1,0,0,0,0,0,0,-3,0,8,0,0,8,0,6,0,0,Y
464,92,659,30,4,7,33,59,67,2,2,2,63,88,126,201,8,392,110,7,137,24,660,1,198,59,0,0,0,-2,0,0,0,0,0,0,24,0,-2,0,0,-2,0,20,0,0,Y
464,49,340,15,10,4,27,31,39,1,1,1,35,41,49,124,5,177,45,4,68,20,340,1,86,31,0,0,0,2,0,0,0,0,0,0,44,0,-1,0,0,-1,0,45,0,0,N
464,66,666,32,20,6,37,63,76,2,2,2,76,116,119,165,12,426,106,6,175,30,666,2,222,63,0,0,0,1,0,0,0,0,0,0,45,0,0,0,0,0,0,46,0,0,Y
464,2,82,2,1,1,1,1,5,1,1,1,1,5,7,51,1,26,5,1,9,1,82,1,10,1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,-2,0,0,N
464,72,400,3,3,12,14,39,39,3,4,3,47,57,85,108,17,253,71,12,78,11,400,1,128,39,0,0,0,2,0,0,0,0,0,0,46,0,0,0,0,0,0,48,0,0,Y
464,2,170,4,3,1,9,9,17,1,1,1,9,11,14,99,1,54,14,1,20,9,170,1,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
464,2,191,5,4,7,14,17,16,2,2,2,17,21,34,78,7,97,31,7,39,8,191,1,52,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
464,2,182,7,7,1,29,29,39,1,1,1,29,30,0,92,1,51,0,1,49,29,182,1,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
464,18,78,4,2,1,1,1,6,1,1,1,1,2,3,57,1,15,2,1,8,1,78,1,4,1,0,0,0,1,0,0,0,0,-1,1,-1,0,-2,0,0,-3,0,-2,-1,0,Y
464,9,199,7,3,3,5,10,9,2,2,2,10,13,36,93,3,97,27,3,31,5,199,1,40,10,0,0,0,0,0,0,0,0,0,0,-2,0,3,0,0,3,0,1,0,0,Y
464,6,199,2,1,1,10,10,20,1,1,1,10,12,9,127,1,52,9,1,21,10,199,1,21,10,0,0,0,-1,0,0,0,0,0,0,1,0,-2,0,0,-2,0,-2,0,0,N
464,1,225,2,1,2,5,7,10,1,1,1,7,9,15,162,2,53,12,2,18,5,225,1,21,7,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,N
21,45,528,20,12,5,24,49,54,2,2,2,55,48,99,167,6,307,83,5,96,24,528,1,131,49,0,2,5,4,0,0,0,6,4,10,9,0,32,8,0,8,2,45,12,5,Y
125,2,528,21,13,5,24,49,54,2,2,2,55,48,98,168,6,306,82,5,96,24,528,1,130,49,0,0,0,0,0,0,0,0,0,-1,1,0,-1,-1,0,0,0,0,-1,0,Y
58,11,222,6,4,6,5,10,24,2,2,2,10,19,16,106,6,92,15,6,52,5,222,1,34,10,1,0,1,2,1,1,1,1,3,2,0,1,7,2,1,3,0,9,5,1,Y
25,8,54,4,3,1,2,2,10,1,1,1,2,4,2,20,1,24,2,1,16,2,54,1,6,2,0,1,1,1,0,0,0,1,1,1,3,0,4,1,0,1,1,8,2,1,N
136,2,528,22,14,5,24,49,54,2,2,2,55,48,99,167,6,307,83,5,96,24,528,1,131,49,0,0,0,0,0,0,0,0,0,1,-1,0,1,1,0,0,0,0,1,0,N
138,3,529,23,14,5,24,49,54,2,2,2,55,48,99,167,6,308,83,5,97,24,529,1,131,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,N
94,4,668,33,21,6,37,63,76,2,2,2,76,116,119,165,12,428,106,6,177,30,668,2,222,63,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,Y
112,251,504,7,6,14,16,41,45,4,4,4,44,81,132,98,16,361,117,14,127,10,504,1,198,41,1,-5,1,6,0,0,0,2,2,14,17,2,24,7,1,-2,0,47,9,1,Y
75,3,503,8,7,14,16,41,45,4,4,4,44,81,131,98,16,360,116,14,127,10,503,1,197,41,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,-1,-1,0,N
134,34,397,4,4,7,26,39,38,2,2,2,43,44,87,124,11,235,81,7,74,16,397,1,125,39,0,1,4,3,0,0,0,4,6,8,5,0,26,7,0,10,1,34,13,4,N
170,6,280,11,8,10,8,20,28,2,2,2,22,36,40,95,12,157,36,10,73,8,280,1,72,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
170,2,255,5,3,5,5,13,22,2,2,2,14,23,25,123,6,110,25,5,57,5,255,1,48,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
170,2,88,4,3,2,2,3,6,1,1,1,3,3,6,61,2,20,5,2,9,2,87,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
170,6,161,12,8,4,5,7,9,2,2,2,7,9,19,91,4,61,16,4,24,3,161,1,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
170,6,119,6,5,3,5,5,9,1,1,1,5,7,13,69,3,41,11,3,16,3,119,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
170,6,189,11,8,5,7,9,18,2,2,2,10,14,31,77,5,95,27,5,37,4,190,1,41,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
170,8,448,25,21,13,18,40,42,4,4,4,42,63,111,76,15,330,89,13,123,10,448,1,152,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
170,8,131,9,6,4,3,6,8,2,2,2,6,9,16,69,4,55,12,4,21,3,131,1,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
170,12,503,9,7,14,16,41,45,4,4,4,44,81,131,98,16,360,116,14,127,10,503,1,197,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
170,6,222,7,5,6,5,10,24,2,2,2,10,19,16,106,6,92,15,6,52,5,222,1,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
170,2,107,1,1,1,4,4,8,1,1,1,4,1,4,78,1,21,4,1,7,4,107,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
170,2,146,5,4,3,7,8,12,1,1,1,8,13,17,66,3,69,13,3,30,5,146,1,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
170,11,79,5,3,1,1,1,6,1,1,1,1,2,3,57,1,16,2,1,9,1,79,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,Y
81,2,161,13,8,4,5,7,9,2,2,2,7,9,19,91,4,61,16,4,24,3,161,1,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
81,13,190,12,9,5,7,9,18,2,2,2,10,14,31,77,5,96,27,5,38,4,191,1,41,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,Y
81,3,82,3,2,1,2,2,5,1,1,1,2,3,6,57,1,20,6,1,8,2,82,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,N
81,2,131,10,7,4,3,6,8,2,2,2,6,9,16,69,4,55,12,4,21,3,131,1,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
81,2,503,10,8,14,16,41,45,4,4,4,44,81,131,98,16,360,116,14,127,10,503,1,197,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
81,3,221,8,6,6,5,10,24,2,2,2,10,19,16,106,6,91,15,6,51,5,221,1,34,10,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,Y
80,3,151,6,6,2,8,9,20,1,1,1,9,13,7,82,2,49,7,2,22,8,151,1,20,9,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,-3,0,0,N
80,2,170,8,6,3,9,11,11,1,1,1,11,17,15,87,3,72,15,3,33,9,170,1,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
80,8,262,8,7,4,12,14,22,1,1,1,14,18,24,148,4,92,22,4,38,9,262,1,40,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,Y
80,4,78,27,24,1,11,11,5,1,1,1,11,12,0,50,1,23,0,1,21,11,78,1,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
80,4,67,7,2,2,2,3,8,1,1,1,3,6,8,23,2,36,7,2,20,2,67,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
80,4,397,5,4,7,26,39,38,2,2,2,43,44,87,124,11,235,81,7,74,16,397,1,125,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
80,5,25,3,2,0,0,0,7,0,0,0,0,1,0,11,0,7,0,0,5,0,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-5,0,-5,0,0,N
88,2,98,4,2,2,2,3,11,1,1,1,3,3,7,62,2,25,5,2,10,2,98,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
88,2,90,4,1,2,2,3,6,1,1,1,3,3,7,61,2,23,5,2,10,2,90,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
88,6,103,4,2,2,2,3,7,1,2,1,4,6,9,62,3,34,5,2,17,2,103,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
77,4,258,2,2,6,5,13,25,2,2,2,14,25,42,108,7,125,31,6,51,5,258,1,56,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,N
77,5,83,3,1,1,1,1,5,1,1,1,1,5,7,51,1,27,5,1,10,1,83,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,N
77,2,170,5,3,1,9,9,17,1,1,1,9,11,14,99,1,54,14,1,20,9,170,1,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
275,9,528,24,14,5,24,49,53,2,2,2,55,48,98,168,6,307,82,5,97,24,528,1,130,49,0,0,0,-1,0,0,0,0,0,-1,1,0,-1,-1,0,0,0,-1,-1,0,Y
275,2,122,7,2,1,8,8,10,1,1,1,8,9,0,95,1,17,0,1,15,8,122,1,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
78,2,191,6,4,7,14,17,16,2,2,2,17,21,34,78,7,97,31,7,39,8,191,1,52,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
78,4,182,8,8,1,29,29,39,1,1,1,29,30,0,92,1,51,0,1,49,29,182,1,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
78,21,293,3,3,3,11,15,23,2,2,2,15,11,43,149,3,121,35,3,34,7,293,1,46,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Y
78,13,202,8,4,3,5,10,9,2,2,2,10,13,36,93,3,100,27,3,34,5,202,1,40,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,Y
78,3,198,3,1,1,10,10,19,1,1,1,10,12,9,127,1,52,9,1,21,10,198,1,21,10,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,Y
223,17,447,26,22,13,18,40,42,4,4,4,42,62,112,76,15,329,90,13,121,10,447,1,152,40,0,0,0,0,0,0,0,0,-1,1,0,0,-1,1,0,-2,0,-1,0,0,Y
223,11,185,10,7,4,3,6,15,2,2,2,6,12,12,128,4,42,10,4,20,3,185,1,22,6,0,0,0,0,0,0,0,0,0,-3,0,0,-7,0,0,-4,0,-7,0,0,N
223,22,681,31,5,7,34,61,69,2,2,2,65,91,129,206,8,407,113,7,145,25,682,1,204,61,0,1,2,2,0,0,0,2,3,3,5,0,15,3,0,8,1,22,6,2,N
223,18,358,16,10,4,28,34,41,1,1,1,39,43,55,124,5,193,50,4,70,21,358,1,93,34,0,1,3,2,0,0,0,4,2,6,0,0,16,5,0,2,1,18,7,3,Y
223,86,710,34,22,6,38,61,82,1,2,1,74,115,115,207,12,422,102,6,175,31,710,2,217,61,0,1,-2,6,-1,0,-1,-2,-1,-4,42,0,-6,-4,0,-2,1,42,-5,-2,Y
223,9,354,4,3,6,18,30,38,1,1,1,31,54,73,92,7,225,67,6,76,18,354,2,121,30,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,2,0,1,-1,0,N
193,2,161,14,8,4,5,7,9,2,2,2,7,9,19,91,4,61,16,4,24,3,161,1,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
193,2,190,13,10,5,7,9,18,2,2,2,10,14,31,77,5,96,27,5,38,4,191,1,41,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
193,2,447,27,23,13,18,40,42,4,4,4,42,62,112,76,15,329,90,13,121,10,447,1,152,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
193,2,131,11,7,4,3,6,8,2,2,2,6,9,16,69,4,55,12,4,21,3,131,1,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
193,2,103,5,2,2,2,3,7,1,2,1,4,6,9,62,3,34,5,2,17,2,103,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
193,2,170,9,6,3,9,11,11,1,1,1,11,17,15,87,3,72,15,3,33,9,170,1,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
300,5,89,5,4,2,2,3,6,1,1,1,3,3,6,61,2,22,5,2,10,2,89,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,Y
300,8,161,15,8,4,5,7,9,2,2,2,7,9,19,91,4,61,16,4,24,3,161,1,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
300,4,190,14,10,5,7,9,18,2,2,2,10,14,31,77,5,96,27,5,38,4,191,1,41,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
300,2,82,4,2,1,2,2,5,1,1,1,2,3,6,57,1,20,6,1,8,2,82,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
300,4,131,12,7,4,3,6,8,2,2,2,6,9,16,69,4,55,12,4,21,3,131,1,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
300,4,98,5,2,2,2,3,11,1,1,1,3,3,6,62,2,25,5,2,11,2,98,1,8,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,N
300,4,92,5,1,2,2,3,7,1,1,1,3,3,7,61,2,24,5,2,11,2,92,1,8,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,N
300,6,103,6,2,2,2,3,7,1,2,1,4,6,8,62,3,34,5,2,18,2,103,1,11,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,N
300,32,138,10,6,1,8,8,8,1,1,1,8,13,8,81,1,49,8,1,23,8,138,1,21,8,-2,-1,-3,-3,0,0,0,-3,-4,-7,-6,-2,-23,-7,-2,-10,-1,-32,-11,-3,N
300,3,171,6,4,1,9,9,17,1,1,1,9,11,14,99,1,55,14,1,21,9,171,1,25,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,N
300,59,130,6,4,3,3,6,13,2,2,2,6,8,12,64,3,53,12,3,27,3,130,1,20,6,2,2,5,7,1,1,1,5,6,9,7,2,37,10,2,18,2,51,16,5,Y
113,2,67,8,2,2,2,3,8,1,1,1,3,6,8,23,2,36,7,2,20,2,67,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
113,2,259,17,11,4,17,23,36,1,1,1,23,43,57,49,4,175,47,4,64,13,259,1,90,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
113,1,29,1,1,0,0,0,5,0,0,0,0,1,0,13,0,11,0,0,9,0,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,N
113,2,681,32,5,7,34,61,69,2,2,2,65,91,129,206,8,407,113,7,145,25,682,1,204,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
113,1,29,1,1,0,0,0,5,0,0,0,0,1,0,13,0,11,0,0,9,0,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,N
113,2,55,4,3,1,1,1,9,1,1,1,1,5,4,17,1,29,2,1,21,1,55,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
113,1,29,1,1,0,0,0,5,0,0,0,0,1,0,13,0,11,0,0,9,0,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,N
113,1,29,1,1,0,0,0,5,0,0,0,0,1,0,13,0,11,0,0,9,0,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,N
113,2,354,5,3,6,18,30,38,1,1,1,31,54,73,92,7,225,67,6,76,18,354,2,121,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
139,2,111,5,3,3,5,5,5,1,1,1,5,6,9,71,3,35,8,3,12,3,111,1,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
139,2,96,5,1,2,3,4,6,1,1,1,4,4,6,64,2,26,5,2,8,3,96,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
139,2,280,12,9,10,8,20,28,2,2,2,22,36,40,95,12,157,36,10,73,8,280,1,72,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
139,2,255,6,3,5,5,13,22,2,2,2,14,23,25,123,6,110,25,5,57,5,255,1,48,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
139,2,141,4,1,3,4,7,13,1,1,1,7,10,17,70,3,58,15,3,21,4,141,1,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
139,2,89,6,5,2,2,3,6,1,1,1,3,3,6,61,2,22,5,2,10,2,89,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
139,2,79,4,0,1,2,2,5,1,1,1,2,3,2,58,1,15,1,1,8,2,78,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
139,2,161,16,9,4,5,7,9,2,2,2,7,9,19,91,4,61,16,4,24,3,161,1,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
139,2,119,7,6,3,5,5,9,1,1,1,5,7,13,69,3,41,11,3,16,3,119,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
139,2,190,15,11,5,7,9,18,2,2,2,10,14,31,77,5,96,27,5,38,4,191,1,41,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
139,2,82,5,2,1,2,2,5,1,1,1,2,3,6,57,1,20,6,1,8,2,82,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
139,2,447,28,23,13,18,40,42,4,4,4,42,62,112,76,15,329,90,13,121,10,447,1,152,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
139,2,131,13,7,4,3,6,8,2,2,2,6,9,16,69,4,55,12,4,21,3,131,1,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
139,2,503,11,9,14,16,41,45,4,4,4,44,81,131,98,16,360,116,14,127,10,503,1,197,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
139,2,221,9,7,6,5,10,24,2,2,2,10,19,16,106,6,91,15,6,51,5,221,1,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
139,2,98,6,2,2,2,3,11,1,1,1,3,3,6,62,2,25,5,2,11,2,98,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
139,2,83,6,1,1,2,2,7,1,1,1,2,4,2,59,1,17,2,1,11,2,83,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
139,2,92,6,1,2,2,3,7,1,1,1,3,3,7,61,2,24,5,2,11,2,92,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
139,2,103,7,2,2,2,3,7,1,2,1,4,6,8,62,3,34,5,2,18,2,103,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
139,2,82,10,1,1,1,1,5,1,1,1,1,2,0,66,1,11,0,1,7,1,82,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
139,2,88,5,5,1,1,1,5,1,1,1,1,2,0,72,1,11,0,1,7,1,88,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
139,2,56,3,0,0,0,0,2,0,0,0,0,1,0,50,0,4,0,0,2,0,56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
